"Project:",""
" "," "
" "," "
"Reference","Value"
"U2","Solar_Panel"
"U3","Solar_Panel"
"R23","1M"
"Q1","MOSFET_P","DigiKey","NTK3139PT1GOSCT-ND"
"D1","DIODESCH"
"Q5","MOSFET_P","DigiKey","FQP27P06-ND"
"R22","""0.01, 1W""","DigiKey","985-1547-1-ND"
"L1","15uH","DigiKey","587-3027-1-ND"
"Q2","MOS_N","DigiKey","FQP33N10-ND"
"Q3","MOS_N","DigiKey","FQP33N10-ND"
"Q6","MOS_N","DigiKey","FQP33N10-ND"
"Q7","MOS_N","DigiKey","FQP33N10-ND"
"R26","100","DigiKey","P100CCT-ND"
"R27","100","DigiKey","P100CCT-ND"
"R28","100","DigiKey","P100CCT-ND"
"R29","100","DigiKey","P100CCT-ND"
"R32","14.7k","DigiKey","P25.5KCCT-ND"
"R33","21.5k","DigiKey","P14.7KCCT-ND"
"C6","10nF","DigiKey","C0805C102K5RACTU"
"R24","499","DigiKey","RMCF0805FT499RCT-ND"
"R25","499","DigiKey","RMCF0805FT499RCT-ND"
"C7","10nF","DigiKey","C0805C102K5RACTU"
"R30","499","DigiKey","RMCF0805FT499RCT-ND"
"R31","499","DigiKey","RMCF0805FT499RCT-ND"
"C5","1uF","DigiKey","1276-1066-1-ND"
"C8","1uF","DigiKey","1276-1066-1-ND"
"D2","DIODESCH","DigiKey","LSM115JE3/TR13CT-ND"
"R13","100k","DigiKey","P100KACT-ND"
"Q4","MOS_N","DigiKey","FQP33N10-ND"
"U4","FRDM-K64F"
"BAT1","""Li-Ion_2_Cell""","DigiKey","BK-18650-PC4-ND"
"R34","""0.01, 1W""","DigiKey","985-1547-1-ND"
"C11","0.1uF","DigiKey","1276-1007-1-ND"
"U5","bq2920","DigiKey","296-27677-1-ND"
"C10","0.1uF","DigiKey","1276-1007-1-ND"
"C9","0.1uF","DigiKey","1276-1007-1-ND"
"R35","Rus"
"R36","Rus"
"R37","Rus"
"R38","100","DigiKey","P100CCT-ND"
"C12","0.1uF","DigiKey","1276-1007-1-ND"
"J1","USB"
"L2","""330 Ohm"""
"L3","""330 Ohm"""
"C21","""1 uF""","DigiKey","445-2672-1-ND"
"J2","USB"
"U1","SM72442"
"R8","43.5k"
"R6","661.2"
"C4","0.1uF"
"C3","0.1uF"
"R4","1M"
"R2","9.09k","DigiKey","RR12P9.09KDCT-ND"
"C2","0.1uF"
"C1","0.1uF"
"R7","20k","DigiKey","RR12P20.0KDCT-ND"
"R5","20k","DigiKey","RR12P20.0KDCT-ND"
"R3","20k","DigiKey","RR12P20.0KDCT-ND"
"R1","19.1k","DigiKey","RR12P19.1KDCT-ND"
"R9","9.09k","DigiKey","RR12P9.09KDCT-ND"
"R10","2.150k","DigiKey","RR12P2.15KDCT-ND"
"R11","4420"
"R12","2210","DigiKey","RR12P2.21KDCT-ND"
"R14","10k"
"R15","60.4k"
"R16","10k"
"R17","Rus"
"R18","Rus"
"R19","10k"
"R20","10k"
"R21","10k"
"R39","Rus"
"R40","Rus"
"C16","1uF"
"C17","1uF"
"U9","SM72295"
"C18","1uF"
"R44","499"
"R43","499"
"R42","60.4k"
"R41","60.4k"
"C14","1000pF"
"C15","1000pF"
"C19","0.47uF"
"C20","0.47uF"
"U13","LP2985","DigiKey","296-20717-1-ND"
"C22","1uF","DigiKey","445-2672-1-ND"
"C24","4.7uF","DigiKey","296-20717-1-ND"
"C23","10nF","DigiKey","445-2672-1-ND"
"D3","DIODESCH","DigiKey","LSM115JE3/TR13CT-ND"
"U6","SN54410"
"U7","Motor"
"R45","Rus"
